Date,Open,High,Low,Close,Adj Close,Volume
2023-04-17,0.7482229471206665,0.749512791633606,0.7452175617218018,0.7482229471206665,0.7482229471206665,0
2023-04-18,0.7467144727706909,0.7485590577125549,0.7464747428894043,0.7467144727706909,0.7467144727706909,0
2023-04-19,0.7467758059501648,0.7472166419029236,0.7432181239128113,0.7467758059501648,0.7467758059501648,0
2023-04-20,0.7425007820129395,0.7434723377227783,0.7413832545280457,0.7425007820129395,0.7425007820129395,0
2023-04-21,0.7417957186698914,0.7421150207519531,0.7373108863830566,0.7417957186698914,0.7417957186698914,0
2023-04-24,0.7386397123336792,0.7394918203353882,0.7371261119842529,0.7386397123336792,0.7386397123336792,0
2023-04-25,0.7388962507247925,0.7394808530807495,0.7337618470191956,0.7388962507247925,0.7388962507247925,0
2023-04-26,0.7343006730079651,0.7353265285491943,0.7330464720726013,0.7343006730079651,0.7343006730079651,0
2023-04-27,0.7336380481719971,0.7356890439987183,0.7329336404800415,0.7336380481719971,0.7336380481719971,0
2023-04-28,0.7353103756904602,0.7378767132759094,0.7317055463790894,0.7353103756904602,0.7353103756904602,0
2023-05-01,0.7375121116638184,0.7390273213386536,0.7362632155418396,0.7375121116638184,0.7375121116638184,0
2023-05-02,0.7378984093666077,0.7392130494117737,0.7333206534385681,0.7378984093666077,0.7378984093666077,0
2023-05-03,0.7342413067817688,0.7350994944572449,0.7332130670547485,0.7342413067817688,0.7342413067817688,0
2023-05-04,0.7335734367370605,0.7368653416633606,0.7336111664772034,0.7335734367370605,0.7335734367370605,0
2023-05-05,0.7394808530807495,0.7452508807182312,0.7391583919525146,0.7394808530807495,0.7394808530807495,0
2023-05-08,0.7473841309547424,0.7509875297546387,0.7470770478248596,0.7473841309547424,0.7473841309547424,0
2023-05-09,0.7478089332580566,0.7482789158821106,0.7460014224052429,0.7478089332580566,0.7478089332580566,0
2023-05-10,0.7476635575294495,0.7498781681060791,0.7464859485626221,0.7476635575294495,0.7476635575294495,0
2023-05-11,0.7478256821632385,0.7483349442481995,0.7410866022109985,0.7478256821632385,0.7478256821632385,0
2023-05-12,0.7411249876022339,0.7418177723884583,0.7383561134338379,0.7411249876022339,0.7411249876022339,0
2023-05-15,0.7377895712852478,0.7417187094688416,0.7370880246162415,0.7377895712852478,0.7377895712852478,0
2023-05-16,0.7426661252975464,0.7459346652030945,0.7411580085754395,0.7426661252975464,0.7426661252975464,0
2023-05-17,0.7419938445091248,0.7438871264457703,0.7388088703155518,0.7419938445091248,0.7419938445091248,0
2023-05-18,0.7425724267959595,0.7434391379356384,0.7402417659759521,0.7425724267959595,0.7425724267959595,0
2023-05-19,0.740867018699646,0.7424676418304443,0.739546537399292,0.740867018699646,0.740867018699646,0
2023-05-22,0.7413997650146484,0.7415427565574646,0.7397927045822144,0.7413997650146484,0.7413997650146484,0
2023-05-23,0.7405816912651062,0.7416197061538696,0.7381435632705688,0.7405816912651062,0.7405816912651062,0
2023-05-24,0.7407736778259277,0.7410151958465576,0.7354022860527039,0.7407736778259277,0.7407736778259277,0
2023-05-25,0.7359163761138916,0.7360517978668213,0.7329068183898926,0.7359163761138916,0.7359163761138916,0
2023-05-26,0.7329658269882202,0.7352508902549744,0.7324504852294922,0.7329658269882202,0.7329658269882202,0
2023-05-29,0.7348078489303589,0.7363227605819702,0.7345973253250122,0.7348078489303589,0.7348078489303589,0
2023-05-30,0.7352400422096252,0.7370554804801941,0.7346081733703613,0.7352400422096252,0.7352400422096252,0
2023-05-31,0.7353103756904602,0.7367894053459167,0.7325631976127625,0.7353103756904602,0.7353103756904602,0
2023-06-01,0.737136960029602,0.7440476417541504,0.7361330389976501,0.737136960029602,0.737136960029602,0
2023-06-02,0.7438815832138062,0.7458789944648743,0.7435330748558044,0.7438815832138062,0.7438815832138062,0
2023-06-05,0.7446959614753723,0.7451509237289429,0.7428923845291138,0.7446959614753723,0.7446959614753723,0
2023-06-06,0.7436050176620483,0.7466475963592529,0.7434115409851074,0.7436050176620483,0.7436050176620483,0
2023-06-07,0.746346652507782,0.7504352927207947,0.7448678612709045,0.746346652507782,0.746346652507782,0
2023-06-08,0.7478536367416382,0.7500187754631042,0.7470324635505676,0.7478536367416382,0.7478536367416382,0
2023-06-09,0.7483909726142883,0.7511511445045471,0.7479263544082642,0.7483909726142883,0.7483909726142883,0
2023-06-12,0.7498050332069397,0.7510213851928711,0.7472389340400696,0.7498050332069397,0.7498050332069397,0
2023-06-13,0.7483349442481995,0.7525983452796936,0.7475182414054871,0.7483349442481995,0.7483349442481995,0
